"Numbers","Your.ID.Number","Institution.Investigator","Def.ID.number","Species","How.Determined","Day","Month","Year","State","site.code","County","date_id","Latitude","Longitude","wkt_lines","How.Located","Host.Env","Which.Host","host_life_stage","host_sex","Which.env","temp_start","humid_start","wind_start","light.start","temp_end","humid_end","wind_end","light_end","temp_avg","humid_avg","wind_avg","light_avg","Life.Stage","Number.of.ticks","Comments","tested","pathogen1_ricketsia","pathogen2_e_chaf","pathogen3_e_ewingii","pathogen4_borrelia","coinfection"
339,"UCO7Sep2020-1","UCO","UCO7Sep2020-Ny_T4_NT","Amblyomma americanum","Morphology",7,"September",2020,"Oklahoma","Arcadia","Oklahoma","7-Sep-20",35.65,-97.39,"na","Trap 4","env","na",NA,NA,"woods",26.2,73.2,1.5,"na",29.3,61.8,3.5,"na",27.8,"67.5",2.5,"na","Nymph","8","","no",NA,NA,NA,NA,NA
380,"UCO7Sep2020-1","UCO","UCO7Sep2020-Ny_T5_NT","Amblyomma americanum","Morphology",7,"September",2020,"Oklahoma","Arcadia","Oklahoma","7-Sep-20",35.65,-97.39,"na","Trap 5","env","na",NA,NA,"woods",26.2,73.2,1.5,"na",29.3,61.8,3.5,"na",27.8,"67.5",2.5,"na","Nymph","1","","no",NA,NA,NA,NA,NA
415,"UCO7Sep2020-1","UCO","UCO7Sep2020-Ny_T6_NT","Amblyomma americanum","Morphology",7,"September",2020,"Oklahoma","Arcadia","Oklahoma","7-Sep-20",35.65,-97.39,"na","Trap 6","env","na",NA,NA,"woods",26.2,73.2,1.5,"na",29.3,61.8,3.5,"na",27.8,"67.5",2.5,"na","Nymph","5","","no",NA,NA,NA,NA,NA
472,"UCO7Sep2020-1","UCO","UCO7Sep2020-Ny_F8_NT","Amblyomma americanum","Morphology",7,"September",2020,"Oklahoma","Arcadia","Oklahoma","7-Sep-20",35.65,-97.39,"LINESTRING (-97.3877948378266 35.6496168937317,-97.3883531142755 35.6499260658157)","Flag 8","env","na",NA,NA,"woods",26.2,73.2,1.5,"na",29.3,61.8,3.5,"na",27.8,"67.5",2.5,"na","Nymph","2","","no",NA,NA,NA,NA,NA
490,"UCO7Sep2020-1","UCO","UCO7Sep2020-Ny_T7_NT","Amblyomma americanum","Morphology",7,"September",2020,"Oklahoma","Arcadia","Oklahoma","7-Sep-20",35.65,-97.39,"na","Trap 7","env","na",NA,NA,"woods",26.2,73.2,1.5,"na",29.3,61.8,3.5,"na",27.8,"67.5",2.5,"na","Nymph","20","","no",NA,NA,NA,NA,NA
573,"UCO7Sep2020-1","UCO","","Dermacentor variabilis","Morphology",7,"September",2020,"Oklahoma","Arcadia","Oklahoma","7-Sep-20",35.65,-97.39,"LINESTRING (-97.3884608828305 35.6498377309346,-97.3878549055457 35.6495197253624)","Drag 7","env","na",NA,NA,"pasture",25.9,72.3,2.9,"na",29.3,62.6,2,"na",27.6,"67.5",2.5,"na","Female","1","","","","","","",NA
581,"UCO7Sep2020-1","UCO","UCO7Sep2020-Ny_D20_NT","Amblyomma americanum","Morphology",7,"September",2020,"Oklahoma","Arcadia","Oklahoma","7-Sep-20",35.65,-97.39,"LINESTRING (-97.387891696208 35.6494561993694,-97.3885534766087 35.64975961944)","Drag 20","env","na",NA,NA,"pasture",25.9,72.3,2.9,"na",29.3,62.6,2,"na",27.6,"67.5",2.5,"na","Nymph","1","","no",NA,NA,NA,NA,NA
263,"UCO24Sep2020-1","UCO","UCO24Sep2020-Ny_T3_NT","Amblyomma americanum","Morphology",24,"September",2020,"Oklahoma","Arcadia","Oklahoma","24-Sep-20",35.65,-97.39,"na","Trap 3","env","na",NA,NA,"woods",25.3,61.2,0.9,"na",27.3,59.6,4.7,"na",26.3,"60.4",2.8,"na","Nymph","1","","no",NA,NA,NA,NA,NA
325,"UCO24Sep2020-1","UCO","UCO24Sep2020-Ny_T4_NT","Amblyomma americanum","Morphology",24,"September",2020,"Oklahoma","Arcadia","Oklahoma","24-Sep-20",35.65,-97.39,"na","Trap 4","env","na",NA,NA,"woods",25.3,61.2,0.9,"na",27.3,59.6,4.7,"na",26.3,"60.4",2.8,"na","Nymph","2","","no",NA,NA,NA,NA,NA
367,"UCO24Sep2020-1","UCO","UCO24Sep2020-Ny_T5_NT","Amblyomma americanum","Morphology",24,"September",2020,"Oklahoma","Arcadia","Oklahoma","24-Sep-20",35.65,-97.39,"na","Trap 5","env","na",NA,NA,"woods",25.3,61.2,0.9,"na",27.3,59.6,4.7,"na",26.3,"60.4",2.8,"na","Nymph","1","","no",NA,NA,NA,NA,NA
404,"UCO24Sep2020-1","UCO","UCO24Sep2020-Ny_T6_NT","Amblyomma americanum","Morphology",24,"September",2020,"Oklahoma","Arcadia","Oklahoma","24-Sep-20",35.65,-97.39,"na","Trap 6","env","na",NA,NA,"woods",25.3,61.2,0.9,"na",27.3,59.6,4.7,"na",26.3,"60.4",2.8,"na","Nymph","6","","no",NA,NA,NA,NA,NA
483,"UCO24Sep2020-1","UCO","UCO24Sep2020-Ny_T7_NT","Amblyomma americanum","Morphology",24,"September",2020,"Oklahoma","Arcadia","Oklahoma","24-Sep-20",35.65,-97.39,"na","Trap 7","env","na",NA,NA,"woods",25.3,61.2,0.9,"na",27.3,59.6,4.7,"na",26.3,"60.4",2.8,"na","Nymph","2","","no",NA,NA,NA,NA,NA
27,"UCO25Apr2021-1","UCO","UCO25Apr2021-F13_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3883089468349 35.6499613997682,-97.3877736374551 35.6496557610794)","Flag 13","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","NEG","NEG","NEG","NEG",0
47,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_T1_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 1","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","5","","no",NA,NA,NA,NA,NA
48,"UCO25Apr2021-1","UCO","UCO25Apr2021-T1_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 1","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","NEG","NEG","NEG","NEG",0
49,"UCO25Apr2021-1","UCO","UCO25Apr2021-T1_M2","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 1","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","NEG","NEG","NEG","NEG",0
50,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_T1_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 1","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","18","","no",NA,NA,NA,NA,NA
51,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T1_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 1","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Nymph","13","","no",NA,NA,NA,NA,NA
57,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_F14_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3877665706646 35.6496610611723,-97.3883018800444 35.6499684665587)","Flag 14","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","no",NA,NA,NA,NA,NA
124,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_F15_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3882948132539 35.6499737666516,-97.3877630372693 35.6496698946604)","Flag 15","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","no",NA,NA,NA,NA,NA
125,"UCO25Apr2021-1","UCO","UCO25Apr2021-F15_M2","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3882948132539 35.6499737666516,-97.3877630372693 35.6496698946604)","Flag 15","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","NEG","NEG","NEG","NEG",0
126,"UCO25Apr2021-1","UCO","UCO25Apr2021-F15_M3","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3882948132539 35.6499737666516,-97.3877630372693 35.6496698946604)","Flag 15","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
140,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_T11_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 11","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","7","","no",NA,NA,NA,NA,NA
141,"UCO25Apr2021-1","UCO","UCO25Apr2021-T11_F2","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 11","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","1","","yes","R. amblyommatis","E. chaff","NEG","NEG",2
142,"UCO25Apr2021-1","UCO","UCO25Apr2021-T11_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 11","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
143,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_T11_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 11","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Male","2","","no",NA,NA,NA,NA,NA
144,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T11_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 11","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Nymph","13","","no",NA,NA,NA,NA,NA
159,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_T12_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 12","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","4","","no",NA,NA,NA,NA,NA
160,"UCO25Apr2021-1","UCO","UCO25Apr2021-T12_F2","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 12","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","1","","yes","NEG","NEG","NEG","NEG",0
161,"UCO25Apr2021-1","UCO","UCO25Apr2021-T12_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 12","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
162,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_T12_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 12","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Male","5","","no",NA,NA,NA,NA,NA
163,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T12_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 12","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Nymph","3","","no",NA,NA,NA,NA,NA
164,"UCO25Apr2021-1","UCO","UCO25Apr2021-T12_F3","Dermacentor variabilis","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 12","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","1","","","","","","",NA
178,"UCO25Apr2021-1","UCO","UCO25Apr2021-T13_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 13","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
187,"UCO25Apr2021-1","UCO","UCO25Apr2021-T16_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 16","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","1","","yes","NEG","NEG","E. ewingii","NEG",1
190,"UCO25Apr2021-1","UCO","UCO25Apr2021-F2_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3878202142989 35.649570946754,-97.3884017027179 35.6498878504682)","Flag 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","NEG","NEG","NEG","NEG",0
191,"UCO25Apr2021-1","UCO","UCO25Apr2021-F2_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3878202142989 35.649570946754,-97.3884017027179 35.6498878504682)","Flag 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","NEG","NEG","NEG","NEG",0
192,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_F2_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3878202142989 35.649570946754,-97.3884017027179 35.6498878504682)","Flag 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","no",NA,NA,NA,NA,NA
207,"UCO25Apr2021-1","UCO","UCO25Apr2021-F20_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3877436035955 35.6497016952176,-97.3882559459062 35.6500038005112)","Flag 20","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
217,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_T2_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","3","","no",NA,NA,NA,NA,NA
218,"UCO25Apr2021-1","UCO","UCO25Apr2021-T2_F2","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","NEG","NEG","NEG","NEG",0
219,"UCO25Apr2021-1","UCO","UCO25Apr2021-T2_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
220,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_T2_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","2","","no",NA,NA,NA,NA,NA
221,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T2_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 2","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Nymph","5","","no",NA,NA,NA,NA,NA
264,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_T3_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 3","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","3","","no",NA,NA,NA,NA,NA
265,"UCO25Apr2021-1","UCO","UCO25Apr2021-T3_F2","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 3","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
266,"UCO25Apr2021-1","UCO","UCO25Apr2021-T3_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 3","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
267,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_T3_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 3","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","no",NA,NA,NA,NA,NA
268,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T3_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 3","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Nymph","3","","no",NA,NA,NA,NA,NA
326,"UCO25Apr2021-1","UCO","UCO25Apr2021-T4_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 4","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","NEG","NEG","NEG","NEG",0
327,"UCO25Apr2021-1","UCO","UCO25Apr2021-T4_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 4","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
328,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_T4_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 4","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","no",NA,NA,NA,NA,NA
329,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T4_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 4","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Nymph","2","","no",NA,NA,NA,NA,NA
368,"UCO25Apr2021-1","UCO","UCO25Apr2021-F_T5_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 5","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","31","","no",NA,NA,NA,NA,NA
369,"UCO25Apr2021-1","UCO","UCO25Apr2021-T5_F2","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 5","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
370,"UCO25Apr2021-1","UCO","UCO25Apr2021-T5_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 5","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","NEG","NEG","E. ewingii","NEG",1
371,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_T5_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 5","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","7","","no",NA,NA,NA,NA,NA
372,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T5_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 5","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Nymph","6","","no",NA,NA,NA,NA,NA
405,"UCO25Apr2021-1","UCO","UCO25Apr2021-T6_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 6","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
406,"UCO25Apr2021-1","UCO","UCO25Apr2021-T6_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 6","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","1","","yes","NEG","NEG","NEG","NEG",0
407,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_T6_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 6","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Male","5","","no",NA,NA,NA,NA,NA
408,"UCO25Apr2021-1","UCO","UCO25Apr2021-Ny_T6_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"na","Trap 6","env","na",NA,NA,"woods",29.2,39.6,5.3,"na",26.5,44.7,1.1,"na",27.9,"42.2",3.2,"na","Nymph","6","","no",NA,NA,NA,NA,NA
420,"UCO25Apr2021-1","UCO","UCO25Apr2021-D1_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3884167153899 35.6498730648871,-97.3878284050814 35.6495585927101)","Drag 1","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Male","1","","yes","NEG","E. chaff","NEG","NEG",1
421,"UCO25Apr2021-1","UCO","UCO25Apr2021-D3_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3884308489709 35.6498624647013,-97.3878372385695 35.6495462258268)","Drag 3","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
422,"UCO25Apr2021-1","UCO","UCO25Apr2021-D3_M1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3884308489709 35.6498624647013,-97.3878372385695 35.6495462258268)","Drag 3","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
423,"UCO25Apr2021-1","UCO","UCO25Apr2021-M_D3_NT","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3884308489709 35.6498624647013,-97.3878372385695 35.6495462258268)","Drag 3","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Male","1","","no",NA,NA,NA,NA,NA
424,"UCO25Apr2021-1","UCO","UCO25Apr2021-D10_F1","Amblyomma americanum","Morphology",25,"April",2021,"Oklahoma","Arcadia","Oklahoma","25-Apr-21",35.65,-97.39,"LINESTRING (-97.3878619723362 35.6495020583862,-97.3884803165043 35.6498200639584)","Drag 10","env","na",NA,NA,"pasture",28.4,43.9,6.7,"na",26.4,42.7,1.4,"na",27.4,"43.3",4.1,"na","Female","1","","yes","NEG","NEG","NEG","NEG",0
